,(0:0),(1:0),(2:0),(3:0),(4:0),(5:0),(0:1),(1:1),(2:1),(3:1),(4:1),(5:1),(0:2),(1:2),(2:2),(3:2),(4:2),(5:2),(0:3),(1:3),(2:3),(3:3),(4:3),(5:3),(0:4),(1:4),(2:4),(3:4),(4:4),(5:4),(0:5),(1:5),(2:5),(3:5),(4:5),(5:5)
 iteration 153,78.72742968,0,73.85113293,72.96269165,67.36030125,70.76971542,77.36253689,75.08425501,73.89120672,74.03967843,0,69.79988646,76.14973781,74.96088556,72.62746724,73.01336879,73.1685453,72.19178704,74.96088556,73.83879477,71.80542246,71.05345791,72.0987311,72.4686206,73.92559365,0,0,0,70.06170995,71.33408528,72.77972322,71.7726997,70.77872929,69.79764426,69.29481299,70.25275396
 iteration 154,78.94015538,0,74.05640436,73.16590689,67.5589852,70.9660052,77.57283546,75.2921546,74.09673516,74.24286592,0,69.99627286,76.3576374,75.16641717,72.83065848,73.21427099,73.36716299,72.38817344,75.16641717,74.04201452,72.00633329,71.252104,72.29514482,72.66304614,74.12906994,0,0,0,70.25593843,71.52654489,72.98091326,71.97187784,70.97591565,69.99285876,69.48701889,70.44326107
 iteration 155,79.15075383,0,74.25962306,73.36708997,67.7556927,71.16034164,77.78103105,75.49797519,74.30020832,74.44402155,0,70.19069539,76.56345799,75.36989347,73.03181781,73.41316416,73.56379449,72.58259598,75.36989347,74.24320207,72.20523501,71.44876362,72.4895944,72.85552743,74.33051147,0,0,0,70.44822462,71.7170799,73.18009141,72.16906421,71.17113015,70.18612111,69.67730273,70.6318631
 iteration 156,79.35924629,0,74.46080958,73.56626123,67.9504423,71.35274325,77.98714468,75.70173758,74.50164675,74.64316561,0,70.3831737,76.76722038,75.571335,73.23096555,73.61006841,73.75845968,72.77507428,75.571335,74.44237775,72.40214771,71.64345665,72.68209949,73.0460839,74.52993859,0,0,0,70.63858794,71.90570956,73.37727777,72.36427871,71.36439251,70.37745085,69.86568373,70.81857911
 iteration 157,79.56565383,0,74.65998424,73.76344077,68.14325252,71.54322843,78.19119717,75.90346235,74.7010708,74.84031824,0,70.57372723,76.96894514,75.77076212,73.42812181,73.80500361,73.95117822,72.96562781,75.77076212,74.63956167,72.59709129,71.83620275,72.87267953,73.2347348,74.72737144,0,0,0,70.82704764,72.09245293,73.57249227,72.55754106,71.55572224,70.56686728,70.05218092,71.00342796
 iteration 158,79.76999729,0,74.85716715,73.95864852,68.33414182,71.73181553,78.39320914,76.10316986,74.8985006,75.03549934,0,70.76237522,77.16865266,75.96819496,73.62330651,73.99798946,74.14196957,73.1542758,75.96819496,74.83477375,72.79008543,72.02702139,73.06135376,73.4214992,74.92282995,0,0,0,71.01362274,72.27732886,73.76575462,72.74887079,71.74513867,70.75438955,70.23681314,71.18642833
 iteration 159,79.97229731,0,75.05237823,74.15190419,68.52312857,71.91852278,78.59320099,76.30088031,75.09395611,75.22872863,0,70.94913673,77.3663631,76.16365348,73.81653936,74.18904546,74.33085301,73.34103731,76.16365348,75.02803371,72.98114962,72.21593184,73.24814126,73.60639596,75.11633389,0,0,0,71.19833208,72.46035603,73.95708435,72.93828723,71.93266094,70.94003659,70.41959904,71.36759869
 iteration 160,80.17257434,0,75.2456372,74.34322731,68.71023109,72.10336833,78.79119293,76.49661364,75.28745706,75.42002562,0,71.13403062,77.56209644,76.35715741,74.00783988,74.37819089,74.51784762,73.52593121,76.35715741,75.21936107,73.17030318,72.40295318,73.43306088,73.78944374,75.30790278,0,0,0,71.38119434,72.64155293,74.14650079,73.12580949,72.11830799,71.12382717,70.60055708,71.54695734
 iteration 161,80.3708486,0,75.43696357,74.53263719,68.89546757,72.28637022,78.98720494,76.69038965,75.479023,75.60940965,0,71.31707558,77.75587244,76.5487263,74.1972274,74.56544487,74.70297228,73.70897616,76.5487263,75.40877515,73.3575652,72.58810432,73.6161313,73.97066105,75.49755598,0,0,0,71.56222797,72.82093786,74.33402306,73.31145654,72.30209856,71.30577984,70.77970553,71.72452241
 iteration 162,80.56714011,0,75.62637669,74.72015297,69.07885611,72.46754635,79.18125683,76.88222789,75.66867328,75.79689983,0,71.49829009,77.94771069,76.73837951,74.38472104,74.75082631,74.88624569,73.89019067,76.73837951,75.5962951,73.5429546,72.77140394,73.79737102,74.15006619,75.68531266,0,0,0,71.74145126,72.99852894,74.5196701,73.49524712,72.48405123,71.48591298,70.95706251,71.90031183
 iteration 163,80.76146871,0,75.81389567,74.9057936,69.26041469,72.64691451,79.37336821,77.07214775,75.85642706,75.98251512,0,71.67769245,78.13763055,76.92613618,74.57033974,74.93435393,75.06768637,74.06959303,76.92613618,75.78193984,73.72649011,72.95287056,73.97679834,74.32767727,75.87119176,0,0,0,71.91888233,73.17434411,74.70346068,73.67719979,72.66418438,71.6642448,71.13264591,72.07434335
 iteration 164,80.95385402,0,75.99953947,75.08957782,69.44016118,72.82449238,79.56355847,77.26016841,76.0423033,76.16627425,0,71.85530079,78.32565121,77.11201529,74.75410226,75.11604628,75.24731264,74.24720137,77.11201529,75.96572814,73.90819026,73.13252252,74.15443139,74.50351224,76.05521208,0,0,0,72.09453908,73.34840113,74.88541335,73.85733293,72.84251619,71.84079329,71.30647348,72.24663456
 iteration 165,81.14431548,0,76.18332682,75.2715242,69.61811329,73.00029749,79.75184682,77.44630887,76.22632078,76.34819579,0,72.03113304,78.51179167,77.2960356,74.93602716,75.2959217,75.42514265,74.42303362,77.2960356,76.14767856,74.08807341,73.31037796,74.33028811,74.67758886,76.23739219,0,0,0,72.26843926,73.52071758,75.06554649,74.03566474,73.01906468,72.0155763,71.47856277,72.41720286
 iteration 166,81.33287233,0,76.36527631,75.45165111,69.79428864,73.17434724,79.9382523,77.63058792,76.40849808,76.52829811,0,72.20520697,78.69607072,77.47821571,75.1161328,75.47399837,75.60119436,74.59710756,77.47821571,76.32780947,74.26615773,73.48645485,74.50438626,74.84992472,76.4177505,0,0,0,72.44060044,73.69131086,75.24387831,74.21221324,73.19384769,72.18861148,71.64893117,72.58606547
 iteration 167,81.51954361,0,76.54540629,75.62997676,69.96870468,73.34665888,80.12279372,77.81302418,76.58885361,76.70659941,0,72.37754017,78.87850698,77.65857402,75.29443739,75.65029428,75.77548555,74.76944075,77.65857402,76.50613907,74.44246121,73.66077097,74.67674343,75.02053722,76.59630522,0,0,0,72.61104001,73.86019822,75.4204268,74.38699625,73.36688287,72.35991631,71.81759589,72.75323946
 iteration 168,81.70434817,0,76.72373498,75.80651915,70.14137873,73.51724954,80.30548972,77.99363608,76.76740559,76.8831177,0,72.54815003,79.05911888,77.83712875,75.47095893,75.82482722,75.94803383,74.94005061,77.83712875,76.68268537,74.61700165,73.83334392,74.84737702,75.18944359,76.7730744,0,0,0,72.77977519,74.02739669,75.59520981,74.56003142,73.5381877,72.52950808,71.98457396,72.91874171
 iteration 169,81.88730469,0,76.90028038,75.98129611,70.31232797,73.68613619,80.48635877,78.17244186,76.94417204,77.0578708,0,72.71705379,79.23792466,78.01389793,75.64571526,75.99761484,76.11885662,75.10895437,78.01389793,76.85746622,74.78979669,74.00419115,75.01630429,75.3566609,76.94807589,0,0,0,72.94682301,74.19292319,75.76824499,74.73133625,73.70777948,72.69740395,72.14988224,73.08258893
 iteration 170,82.06843164,0,77.07506033,76.15432531,70.48156944,73.85333567,80.66541912,78.34945958,77.11917083,77.23087638,0,72.88426851,79.41494238,78.18889942,75.81872402,76.16867457,76.28797119,75.2761691,78.18889942,77.03049925,74.96086377,74.1733299,75.18354227,75.52220604,77.12132736,0,0,0,73.11220036,74.35679441,75.93954981,74.90092803,73.87567534,72.86362085,72.31353745,73.24479769
 iteration 171,82.24774732,0,77.24809248,76.32562421,70.64912003,74.01886466,80.84268887,78.52470713,77.29241964,77.4021519,0,73.04981109,79.59018992,78.36215089,75.9900027,76.33802372,76.45539462,75.44171168,78.36215089,77.20180196,75.13022019,74.34077727,75.34910788,75.68609573,77.29284632,0,0,0,73.27592393,74.51902693,76.10914159,75.06882389,74.04189224,73.02817558,72.4755561,73.40538435
 iteration 172,82.42526985,0,77.4193943,76.49521012,70.81499646,74.18273971,81.01818593,78.6982022,77.46393595,77.57171466,0,73.21369824,79.76368499,78.53366985,76.15956858,76.50567937,76.62114381,75.60559883,78.53366985,77.37139163,75.29788304,74.50655016,75.51301784,75.84834651,77.46265009,0,0,0,73.43801026,74.67963712,76.27703745,75.23504079,74.20644697,73.19108477,72.63595457,73.56436515
 iteration 173,82.60101715,0,77.58898311,76.66310018,70.97921535,74.34497721,81.19192801,78.86996232,77.6337371,77.73958179,0,73.37594652,79.93544511,78.70347362,76.32743881,76.67165846,76.7852355,75.76784711,78.70347362,77.53928541,75.46386926,74.67066532,75.67528869,76.00897479,77.63075582,0,0,0,73.59847573,74.83864121,76.44325436,75.39959553,74.36935616,73.35236486,72.79474905,73.72175614
 iteration 174,82.77500698,0,77.75687603,76.82931133,71.14179312,74.5055934,81.36393267,79.04000483,77.80184024,77.90577026,0,73.53657232,80.10548763,78.87157935,76.49363034,76.83597776,76.94768628,75.9284729,78.87157935,77.70550025,75.62819562,74.83313934,75.83593684,76.16799679,77.79718049,0,0,0,73.75733655,74.99605526,76.60780909,75.56250471,74.53063625,73.51203216,72.95195559,73.87757323
 iteration 175,82.94725691,0,77.92309002,76.99386037,71.30274608,74.66460438,81.53421729,79.20834692,77.96826235,78.07029684,0,73.69559186,80.27382972,79.03800402,76.65815995,76.99865387,77.10851256,76.08749244,79.03800402,77.87005295,75.79087872,74.99398861,75.9949785,76.32542857,77.96194092,0,0,0,73.91460876,75.15189516,76.77071828,75.72378481,74.69030355,73.67010278,73.10759006,74.03183214
 iteration 176,83.11778434,0,78.08764187,77.15676393,71.46209036,74.8220261,81.70279906,79.3750056,78.13302024,78.23317815,0,73.8530212,80.44048839,79.20276445,76.82104427,77.15970322,77.26773057,76.24492179,79.20276445,78.03296012,75.95193499,75.15322939,76.15242975,76.48128603,78.12505374,0,0,0,74.07030825,75.30617667,76.93199837,75.8834521,74.84837417,73.82659269,73.26166819,74.18454846
 iteration 177,83.2866065,0,78.2505482,77.31803844,71.61984195,74.97787435,81.86969501,79.53999768,78.29613055,78.39443065,0,74.00887625,80.60548048,79.36587727,76.98229974,77.31914208,77.42535639,76.40077684,79.36587727,78.19423821,76.11138069,75.31087776,76.30830648,76.63558491,78.28653544,0,0,0,74.22445074,75.45891537,77.09166566,76.04152272,75.00486408,73.9815177,73.41420554,74.33573762
 iteration 178,83.45374043,0,78.41182547,77.47770021,71.77601671,75.1321648,82.034922,79.70333984,78.45760976,78.55407063,0,74.16317275,80.76882264,79.52735896,77.14194266,77.47698654,77.58140597,76.55507334,79.52735896,78.35390352,76.26923194,75.46694964,76.46262445,76.78834081,78.44640232,0,0,0,74.37705181,75.61012667,77.24973628,76.19801264,75.1597891,74.13489347,73.56521751,74.48541488
 iteration 179,83.61920303,0,78.57148997,77.63576537,71.93063032,75.28491294,82.19849672,79.86504859,78.61747417,78.7121142,0,74.31592629,80.93053138,79.68722584,77.29998915,77.63325256,77.73589504,76.70782687,79.68722584,78.51197219,76.42550467,75.62146081,76.61539923,76.93956915,78.60467052,0,0,0,74.52812686,75.75982587,77.4062262,76.35293765,75.31316486,74.28673548,73.71471936,74.63359538
 iteration 180,83.783011,0,78.72955782,77.79224987,72.08369833,75.43613413,82.3604357,80.02514024,78.77573994,78.86857734,0,74.46715229,81.09062304,79.84549405,77.45645518,77.78795593,77.88883923,76.85905287,79.84549405,78.66846016,76.58021468,75.77442687,76.76664627,77.0892852,78.76135605,0,0,0,74.67769117,75.90802807,77.56115121,76.50631342,75.46500687,74.43705906,73.86272619,74.78029406
 iteration 181,83.94518089,0,78.88604499,77.94716953,72.23523614,75.58584359,82.52075528,80.18363098,78.93242305,79.02347585,0,74.61686603,81.24911377,80.00217958,77.61135654,77.94111225,78.04025397,77.00876661,80.00217958,78.82338326,76.73337758,75.92586327,76.91638084,77.2375041,78.91647472,0,0,0,74.82575983,76.05474825,77.71452698,76.65815542,75.61533046,74.58587942,74.00925296,74.92552577
 iteration 182,84.10572908,0,79.04096729,78.10053999,72.385259,75.73405637,82.67947167,80.34053681,79.08753933,79.17682537,0,74.76508263,81.40601961,80.15729825,77.76470889,78.09273702,78.19015456,77.15698322,80.15729825,78.97675712,76.88500886,76.0757853,77.06461807,77.3842408,79.07004221,0,0,0,74.97234781,76.20000122,77.86636899,76.80847901,75.76415081,74.73321156,74.15431446,75.06930515
