,(0:0),(1:0),(2:0),(3:0),(4:0),(5:0),(0:1),(1:1),(2:1),(3:1),(4:1),(5:1),(0:2),(1:2),(2:2),(3:2),(4:2),(5:2),(0:3),(1:3),(2:3),(3:3),(4:3),(5:3),(0:4),(1:4),(2:4),(3:4),(4:4),(5:4),(0:5),(1:5),(2:5),(3:5),(4:5),(5:5)
 iteration 315,95.82437496,0,90.34897127,89.2952729,83.33589321,86.55257047,94.26441168,91.7933215,90.40970219,90.37003003,0,85.58362792,92.8588043,91.47963559,88.9581199,89.16004904,89.13161697,87.97552851,91.47963559,90.17173843,87.95279624,87.01881241,87.88466851,88.09476621,90.27915617,0,0,0,85.67201731,86.80222723,88.94953785,87.78081619,86.62676461,85.48719923,84.74256412,85.5639715
 iteration 316,95.86613121,0,90.38926431,89.33516232,83.37491297,86.59111945,94.30569151,91.83413043,90.45004568,90.40991401,0,85.62217691,92.89961322,91.5199797,88.99800462,89.19948443,89.17060393,88.01407749,91.5199797,90.21162874,87.99223333,87.05780495,87.92322286,88.13293029,90.31909684,0,0,0,85.71014271,86.84000542,88.98902975,87.81991317,86.66547062,85.52551818,84.78029251,85.60136643
 iteration 317,95.9074699,0,90.42915442,89.37465286,83.41354253,86.62928295,94.34655853,91.87453126,90.48998574,90.44939915,0,85.6603404,92.94001406,91.55992037,89.03749049,89.23852548,89.20920103,88.05224099,91.55992037,90.25112015,88.03127605,87.09640757,87.96139166,88.17071273,90.35863811,0,0,0,85.74788686,86.87740582,89.02812673,87.85861918,86.70378957,85.56345394,84.81764361,85.6383874
 iteration 318,95.9483952,0,90.46864563,89.41374848,83.4517858,86.6670648,94.38701689,91.91452809,90.52952639,90.48848944,0,85.69812226,92.98001089,91.59946163,89.0765815,89.27717611,89.24741215,88.09002284,91.59946163,90.29021664,88.06992835,87.13462416,87.99917878,88.20811735,90.39778396,0,0,0,85.78525357,86.91443222,89.06683274,87.89693813,86.74172533,85.60101034,84.8546212,85.67503817
 iteration 319,95.98891125,0,90.50774192,89.45245316,83.48964663,86.70446884,94.42707066,91.95412495,90.56867164,90.52718883,0,85.7355263,93.01960775,91.63860748,89.1152816,89.31544023,89.28524117,88.12742688,91.63860748,90.32892217,88.10819412,87.17245858,88.03658802,88.24514792,90.43653835,0,0,0,85.82224661,86.95108836,89.10515169,87.93487389,86.77928173,85.63819118,84.89122902,85.71132243
 iteration 320,96.02902214,0,90.54644725,89.49077078,83.52712885,86.74149884,94.4667239,91.99332584,90.60742544,90.56550122,0,85.7725563,93.05880864,91.67736188,89.1535947,89.35332172,89.32269189,88.16445688,91.67736188,90.36724065,88.14607723,87.20991466,88.07362317,88.28180819,90.4749052,0,0,0,85.85886972,86.98737794,89.14308745,87.97243029,86.81646257,85.67500021,84.92747076,85.74724385
 iteration 321,96.06873192,0,90.58476553,89.52870523,83.56423626,86.77815854,94.5059806,92.03213472,90.64579169,90.60343049,0,85.809216,93.09761752,91.71572872,89.19152467,89.39082439,89.35976811,88.20111658,91.71572872,90.40517594,88.18358151,87.24699618,88.11028797,88.31810185,90.51288838,0,0,0,85.89512659,87.02330462,89.18064385,88.00961113,86.8532716,85.71144115,84.96335008,85.78280606
 iteration 322,96.1080446,0,90.62270063,89.56626033,83.60097258,86.81445165,94.54484474,92.07055551,90.68377429,90.64098047,0,85.8455091,93.13603831,91.7537119,89.22907534,89.42795203,89.39647356,88.23740969,91.7537119,90.44273188,88.22071075,87.28370688,88.14658613,88.35403258,90.55049173,0,0,0,85.9310209,87.05887203,89.21782469,88.04642016,86.88971254,85.74751768,84.9988706,85.81801264
 iteration 323,96.14696415,0,90.66025637,89.60343988,83.63734155,86.85038182,94.58332023,92.1085921,90.72137706,90.67815495,0,85.88143927,93.1740749,91.79131525,89.2662505,89.4647084,89.43281196,88.27333986,91.79131525,90.47991225,88.25746869,87.32005048,88.1825213,88.389604,90.58771904,0,0,0,85.96655627,87.09408377,89.25463372,88.0828611,86.92578907,85.78323345,85.03403593,85.85286715
 iteration 324,96.18549451,0,90.69743656,89.64024764,83.67334682,86.88595269,94.62141097,92.14624832,90.7586038,90.71495768,0,85.91701014,93.21173112,91.82854257,89.30305391,89.5010972,89.46878698,88.30891073,91.82854257,90.51672083,88.29385906,87.35603064,88.21809712,88.42481971,90.62457408,0,0,0,86.00173628,87.12894339,89.29107466,88.11893763,86.96150484,85.81859205,85.06884959,85.88737313
 iteration 325,96.22363957,0,90.73424494,89.67668732,83.70899204,86.92116785,94.65912081,92.18352798,90.79545827,90.75139238,0,85.95222531,93.24901077,91.86539761,89.33948929,89.53712212,89.50440224,88.34412589,91.86539761,90.55316132,88.32988552,87.391651,88.25331718,88.45968326,90.66106057,0,0,0,86.03656449,87.16345442,89.32715119,88.15465339,86.99686345,85.85359708,85.10331513,85.92153404
 iteration 326,96.26140317,0,90.77068524,89.7127626,83.74428081,86.95603086,94.69645354,92.22043484,90.8319442,90.78746274,0,85.98708831,93.28591763,91.9018841,89.37556031,89.57278678,89.53966136,88.3789889,91.9018841,90.5892374,88.36555172,87.42691515,88.28818504,88.49419817,90.6971822,0,0,0,86.07104442,87.19762033,89.36286696,88.190012,87.03186847,85.88825205,85.137436,85.95535334
 iteration 327,96.29878914,0,90.80676114,89.74847713,83.7792167,86.99054524,94.73341295,92.25697263,90.86806527,90.8231724,0,86.02160269,93.32245543,91.93800573,89.41127063,89.6080948,89.57456788,88.41350328,91.93800573,90.62495272,88.40086126,87.46182667,88.32270422,88.52836793,90.73294261,0,0,0,86.10517955,87.23144459,89.39822556,88.22501702,87.06652344,85.92256047,85.17121567,85.98883445
 iteration 328,96.33580125,0,90.84247628,89.78383452,83.81380322,87.02471447,94.77000276,92.29314504,90.90382513,90.85852495,0,86.05577193,93.35862784,91.97376614,89.44662384,89.64304974,89.60912533,88.44767251,91.97376614,90.66031089,88.4358177,87.49638907,88.35687821,88.562196,90.76834542,0,0,0,86.13897333,87.26493061,89.43323059,88.25967199,87.10083186,85.95652581,85.20465754,86.02198075
 iteration 329,96.37244323,0,90.87783427,89.81883833,83.84804388,87.05854202,94.80622667,92.32895573,90.93922739,90.89352399,0,86.08959947,93.39443853,92.00916894,89.48162351,89.67765513,89.64333722,88.48150006,92.00916894,90.69531548,88.47042457,87.53060584,88.39071046,88.59568578,90.80339419,0,0,0,86.17242917,87.29808176,89.46788556,88.29398042,87.1347972,85.99015149,85.237765,86.05479558
 iteration 330,96.4087188,0,90.91283868,89.8534921,83.88194213,87.09203129,94.84208835,92.36440832,90.97427562,90.92817303,0,86.12308874,93.42989111,92.04421772,89.51627319,89.71191447,89.67720698,88.51498933,92.04421772,90.72997002,88.50468538,87.56448045,88.42420438,88.62884067,90.83809248,0,0,0,86.20555045,87.3309014,89.50219398,88.32794575,87.16842288,86.02344092,85.27054137,86.08728227
 iteration 331,96.44463161,0,90.94749304,89.88779934,83.9155014,87.12518566,94.87759141,92.39950637,91.00897338,90.96247558,0,86.15624312,93.46498917,92.07891601,89.55057638,89.74583121,89.71073804,88.5481437,92.07891601,90.76427802,88.53860358,87.59801631,88.45736337,88.66166401,90.87244379,0,0,0,86.23834052,87.36339285,89.53615932,88.36157144,87.20171231,86.05639745,85.30298999,86.11944409
 iteration 332,96.4801853,0,90.98180086,89.9217635,83.94872507,87.15800849,94.91273944,92.43425345,91.04332416,90.99643511,0,86.18906595,93.49973625,92.11326732,89.58453653,89.77940879,89.7439338,88.58096653,92.11326732,90.79824293,88.5721826,87.63121681,88.49019077,88.69415912,90.90645158,0,0,0,86.27080269,87.39555938,89.569785,88.39486086,87.23466884,86.08902442,85.33511412,86.15128429
 iteration 333,96.51538344,0,91.0157656,89.95538802,83.98161651,87.1905031,94.94753598,92.46865306,91.07733143,91.03005504,0,86.22156055,93.53413585,92.14727511,89.61815708,89.81265059,89.7767976,88.61346114,92.14727511,90.8318682,88.60542582,87.66408531,88.52268989,88.72632927,90.9401193,0,0,0,86.30294024,87.42740425,89.60307443,88.4278174,87.26729581,86.12132512,85.366917,86.18280609
 iteration 334,96.55022961,0,91.0493907,89.9886763,84.01417904,87.22267275,94.98198457,92.50270866,91.11099862,91.06333877,0,86.25373021,93.56819146,92.18094283,89.65144142,89.84555997,89.80933276,88.64563079,92.18094283,90.86515721,88.63833662,87.69662512,88.55486403,88.75817772,90.97345034,0,0,0,86.33475641,87.45893066,89.63603096,88.46044436,87.29959651,86.15330281,85.39840186,86.21401267
 iteration 335,96.58472731,0,91.08267954,90.02163169,84.04641594,87.25452071,95.01608866,92.53642372,91.14432915,91.09628966,0,86.28557817,93.60190652,92.21427386,89.68439293,89.87814025,89.84154256,88.67747875,92.21427386,90.89811334,88.67091831,87.72883953,88.58671642,88.78970769,91.00644807,0,0,0,86.36625442,87.49014182,89.66865793,88.49274506,87.3315742,86.18496072,85.42957187,86.24490719
 iteration 336,96.61888004,0,91.1156355,90.05425753,84.07833047,87.28605019,95.04985172,92.56980162,91.17732637,91.12891105,0,86.31710765,93.63528442,92.24727159,89.71701491,89.91039474,89.87343027,88.70900823,92.24727159,90.9307399,88.70317418,87.7607318,88.61825029,88.82092236,91.03911582,0,0,0,86.39743745,87.52104086,89.70095862,88.52472275,87.36323211,86.21630205,85.46043018,86.27549276
 iteration 337,96.65269124,0,91.14826189,90.08655711,84.10992585,87.31726438,95.08327714,92.60284575,91.20999362,91.16120622,0,86.34832184,93.66832854,92.27993934,89.74931068,89.94232668,89.9049991,88.74022242,92.27993934,90.9630402,88.73510749,87.79230515,88.64946881,88.85182488,91.07145689,0,0,0,86.42830865,87.55163091,89.73293631,88.55638067,87.39457345,86.24732998,85.4909799,86.30577247
 iteration 338,96.68616433,0,91.18056203,90.11853369,84.14120529,87.34816642,95.11636831,92.63555943,91.24233419,91.19317844,0,86.37922388,93.70104223,92.31228042,89.78128349,89.9739393,89.93625225,88.77112446,92.31228042,90.99501749,88.76672146,87.82356276,88.68037516,88.88241838,91.10347456,0,0,0,86.45887114,87.58191506,89.76459423,88.587722,87.42560137,86.27804762,85.52122413,86.33574939
 iteration 339,96.71930269,0,91.21253916,90.15019051,84.17217192,87.37875945,95.14912857,92.66794597,91.27435136,91.22483094,0,86.4098169,93.73342877,92.34429808,89.81293657,90.00523579,89.96719286,88.80171749,92.34429808,91.02667501,88.7980193,87.8545078,88.71097244,88.91270594,91.13517204,0,0,0,86.48912801,87.61189637,89.79593556,88.61874992,87.45631901,86.30845808,85.55116592,86.36542654
 iteration 340,96.75210966,0,91.24419652,90.18153076,84.20282889,87.40904654,95.18156123,92.70000866,91.30604836,91.25616691,0,86.440104,93.76549145,92.37599557,89.84427312,90.03621932,89.99782407,88.83200458,92.37599557,91.05801596,88.82900416,87.88514339,88.74126375,88.94269063,91.16655255,0,0,0,86.5190823,87.64157787,89.82696349,88.64946756,87.48672948,86.33856444,85.58080829,86.39480692
 iteration 341,96.78458856,0,91.2755373,90.21255761,84.2331793,87.43903076,95.21366956,92.73175071,91.33742839,91.28718952,0,86.47008822,93.79723351,92.40737608,89.8752963,90.06689302,90.02814896,88.8619888,92.40737608,91.0890435,88.85967917,87.91547262,88.77125214,88.97237547,91.19761926,0,0,0,86.54873705,87.67096255,89.85768113,88.67987803,87.51683584,86.36836974,85.61015423,86.42389349
 iteration 342,96.81674268,0,91.30656468,90.24327419,84.26322619,87.46871515,95.24545681,92.76317534,91.36849462,91.31790191,0,86.4997726,93.82865814,92.43844278,89.90600926,90.09725997,90.05817061,88.89167318,92.43844278,91.11976076,88.89004744,87.94549856,88.80094065,89.00176346,91.2283753,0,0,0,86.57809526,87.70005338,89.88809159,88.70998439,87.54664113,86.39787699,85.63920672,86.4526892
 iteration 343,96.84857525,0,91.33728178,90.27368361,84.29297262,87.49810268,95.27692618,92.79428573,91.39925018,91.34830717,0,86.52916014,93.85976853,92.46919882,89.93641508,90.12732326,90.08789204,88.92106072,92.46919882,91.15017085,88.92011202,87.97522424,88.83033228,89.03085757,91.25882378,0,0,0,86.60715988,87.72885331,89.91819795,88.73978969,87.57614838,86.42708916,85.66796868,86.48119695
 iteration 344,96.8800895,0,91.36769172,90.30378893,84.32242159,87.52719634,95.30808086,92.82508501,91.42969819,91.37840838,0,86.5582538,93.89056781,92.4996473,89.96651685,90.15708592,90.11731625,88.95015438,92.4996473,91.18027684,88.94987595,88.00465266,88.85942998,89.05966074,91.28896777,0,0,0,86.63593385,87.75736523,89.94800325,88.76929693,87.60536055,86.45600921,85.69644302,86.50941962
 iteration 345,96.9112886,0,91.39779755,90.33359319,84.35157606,87.55599907,95.33892399,92.8555763,91.45984172,91.40820858,0,86.58705652,93.9210591,92.5297913,89.99631759,90.18655094,90.14644623,88.97895711,92.5297913,91.21008176,88.97934224,88.0337868,88.88823672,89.08817588,91.31881033,0,0,0,86.66442009,87.78559204,89.9775105,88.79850911,87.6342806,86.48464006,85.72463262,86.53736007
 iteration 346,96.94217572,0,91.42760233,90.36309942,84.38043899,87.58451377,95.3694587,92.88576268,91.48968381,91.43771077,0,86.61557122,93.95124548,92.55963385,90.02582033,90.21572132,90.1752849,89.0074718,92.55963385,91.23958864,89.00851387,88.0626296,88.91675538,89.11640586,91.34835445,0,0,0,86.69262146,87.81353658,90.00672267,88.82742916,87.66291145,86.5129846,85.75254032,86.56502111
 iteration 347,96.97275396,0,91.45710905,90.39231058,84.40901329,87.61274332,95.39968805,92.91564719,91.51922749,91.46691795,0,86.64380077,93.98112999,92.58917798,90.05502805,90.2446,90.20383518,89.03570136,92.58917798,91.26880045,89.03739379,88.09118396,88.94498886,89.14435355,91.37760314,0,0,0,86.72054082,87.84120168,90.03564272,88.85606001,87.69125599,86.5410457,85.78016895,86.59240554
 iteration 348,97.00302642,0,91.48632071,90.42122963,84.43730185,87.64069057,95.42961511,92.94523286,91.54847572,91.49583305,0,86.67174803,94.01071566,92.61842667,90.08394368,90.27318988,90.23209997,89.06364861,92.61842667,91.29772014,89.0659849,88.11945279,88.97294,89.17202176,91.40655934,0,0,0,86.74818099,87.86859012,90.06427357,88.88440455,87.71931709,86.56882618,85.80752128,86.61951613
 iteration 349,97.03299615,0,91.51524026,90.44985949,84.46530752,87.66835835,95.4592429,92.97452267,91.57743148,91.524459,0,86.69941581,94.04000547,92.64738287,90.11257016,90.30149387,90.2600821,89.09131639,92.64738287,91.32635064,89.09429011,88.14743893,89.00061163,89.19941329,91.43522598,0,0,0,86.77554475,87.89570468,90.09261811,88.91246564,87.74709757,86.59632886,85.8346001,86.64635561
 iteration 350,97.06266619,0,91.54387061,90.47820305,84.49303313,87.69574946,95.48857442,93.00351959,91.60609768,91.55279869,0,86.72680691,94.06900238,92.67604951,90.14091037,90.32951482,90.28778442,89.1187075,92.67604951,91.35469483,89.12231226,88.1751452,89.02800655,89.2265309,91.46360595,0,0,0,86.80263488,87.92254809,90.12067921,88.94024613,87.77460025,86.62355651,85.86140813,86.6729267
 iteration 351,97.09203953,0,91.57221465,90.50626318,84.52048149,87.72286665,95.51761262,93.03222653,91.63447721,91.58085499,0,86.75392411,94.09770933,92.70442948,90.16896719,90.35725556,90.31520971,89.14582469,92.70442948,91.38275558,89.15005419,88.20257442,89.05512752,89.25337734,91.49170212,0,0,0,86.82945411,87.94912307,90.14845969,88.96774881,87.80182791,86.65051189,85.88794807,86.69923207
 iteration 352,97.12111914,0,91.60027526,90.5340427,84.54765537,87.74971267,95.54636043,93.06064641,91.66257295,91.60863072,0,86.78077013,94.1261292,92.73252565,90.19674343,90.38471889,90.34236075,89.17267071,92.73252565,91.41053572,89.1775187,88.22972934,89.08197727,89.27995531,91.51951734,0,0,0,86.85600514,87.9754323,90.17596237,88.99497646,87.82878328,86.67719771,85.91422262,86.7252744
 iteration 353,97.14990794,0,91.62805525,90.56154443,84.5745575,87.77629023,95.57482077,93.08878208,91.69038773,91.63612869,0,86.80734769,94.15426488,92.76034086,90.22424191,90.41190759,90.36924027,89.19924827,92.76034086,91.43803806,89.20470857,88.25661271,89.10855853,89.3062675,91.54705439,0,0,0,86.88229066,88.00147844,90.20319002,89.02193184,87.85546911,86.70361668,85.94023442,86.75105629
 iteration 354,97.17840887,0,91.65555745,90.58877114,84.60119062,87.80260202,95.6029965,93.1166364,91.71792437,91.66335169,0,86.83365948,94.1821192,92.78787792,90.25146541,90.4388244,90.39585101,89.22556006,92.78787792,91.46526537,89.23162653,88.28322725,89.13487398,89.33231657,91.57431608,0,0,0,86.90831333,88.02726411,90.2301454,89.04861766,87.88188807,86.72977145,85.96598611,86.77658037
 iteration 355,97.20662478,0,91.68278463,90.61572559,84.6275574,87.82865069,95.63089048,93.14421218,91.74518563,91.69030245,0,86.85970814,94.20969498,92.81513961,90.27841667,90.46547204,90.42219563,89.25160873,92.81513961,91.49222042,89.25827532,88.30957564,89.16092627,89.35810515,91.60130515,0,0,0,86.93407577,88.05279193,90.25683122,89.07503663,87.90804285,86.75566468,85.99148027,86.80184921
 iteration 356,97.23455853,0,91.70973953,90.64241049,84.65366052,87.85443887,95.65850552,93.1715122,91.77217429,91.71698371,0,86.88549632,94.23699499,92.84212868,90.30509842,90.49185321,90.44827681,89.27739691,92.84212868,91.51890591,89.28465762,88.33566055,89.18671804,89.38363585,91.62802433,0,0,0,86.95958059,88.07806447,90.28325019,89.1011914,87.93393607,86.78129898,86.0167195,86.82686536
 iteration 357,97.26221294,0,91.73642489,90.66882854,84.6795026,87.87996917,95.68584441,93.19853922,91.79889306,91.74339816,0,86.91102662,94.26402201,92.86884786,90.33151335,90.51797057,90.47409718,89.30292721,92.86884786,91.54532455,89.3107761,88.36148461,89.21225189,89.40891123,91.65447632,0,0,0,86.98483036,88.10308429,90.30940496,89.12708463,87.95957037,86.80667693,86.04170633,86.85163135
 iteration 358,97.28959081,0,91.76284339,90.69498241,84.70508627,87.90524416,95.7129099,93.22529596,91.82534464,91.76954846,0,86.93630162,94.29077876,92.89529985,90.35766413,90.54382675,90.49965934,89.3282022,92.89529985,91.571479,89.33663339,88.38705043,89.2375304,89.43393387,91.68066379,0,0,0,87.00982763,88.1278539,90.33529819,89.15271892,87.98494832,86.8318011,86.0664433,86.87614968
 iteration 359,97.31669491,0,91.78899771,90.72087474,84.7304141,87.93026641,95.73970475,93.25178514,91.8515317,91.79543725,0,86.96132387,94.31726794,92.92148731,90.38355341,90.56942437,90.52496588,89.35322445,92.92148731,91.5973719,89.36223211,88.41236059,89.26255613,89.45870628,91.70658938,0,0,0,87.03457493,88.15237582,90.36093249,89.17809688,88.01007249,86.85667403,86.09093289,86.90042283
 iteration 360,97.34352796,0,91.81489048,90.74650815,84.75548865,87.95503844,95.76623164,93.27800943,91.8774569,91.82106716,0,86.98609589,94.34349223,92.94741291,90.40918379,90.59476601,90.55001936,89.37799647,92.94741291,91.62300588,89.38757484,88.43741765,89.2873316,89.48323096,91.73225572,0,0,0,87.05907475,88.17665253,90.38631044,89.20322105,88.03494542,86.88129823,86.11517759,86.92445324
 iteration 361,97.37009268,0,91.84052433,90.77188522,84.78031245,87.97956274,95.79249327,93.30397148,91.90312284,91.84644077,0,87.01062019,94.36945428,92.97307925,90.43455787,90.61985424,90.5748223,89.40252078,92.97307925,91.64838352,89.41266415,88.46222414,89.31185932,89.50751039,91.7576654,0,0,0,87.08332958,88.20068646,90.41143461,89.22809398,88.05956963,86.90567619,86.13917984,86.94824335
 iteration 362,97.39639175,0,91.86590183,90.79700853,84.80488802,88.0038418,95.81849228,93.3296739,91.92853212,91.87156065,0,87.03489926,94.3951567,92.99848892,90.45967821,90.64469158,90.59937721,89.42679984,92.99848892,91.67350738,89.43750256,88.48678256,89.33614176,89.53154704,91.78282097,0,0,0,87.10734186,88.22448006,90.43630754,89.25271818,88.08394759,86.92981037,86.16294207,86.97179556
 iteration 363,97.42242783,0,91.89102557,90.8218806,84.82921783,88.02787807,95.8442313,93.35511931,91.95368731,91.89642932,0,87.05893553,94.4206021,93.0236445,90.48454734,90.66928055,90.62368658,89.45083611,93.0236445,91.69838,89.46209259,88.5110954,89.36018137,89.55534331,91.807725,0,0,0,87.13111401,88.24803572,90.46093174,89.27709614,88.10808177,86.95370321,86.18646668,86.99511225
 iteration 364,97.44820355,0,91.91589806,90.84650395,84.85330434,88.05167398,95.86971292,93.38031025,91.97859095,91.92104931,0,87.08273143,94.44579305,93.04854852,90.50916778,90.69362364,90.64775285,89.47463202,93.04854852,91.7230039,89.48643671,88.53516511,89.38398059,89.57890162,91.83237998,0,0,0,87.15464845,88.27135582,90.4853097,89.30123032,88.1319746,86.97735712,86.20975604,87.01819577
 iteration 365,97.47372152,0,91.94052183,90.87088106,84.87714998,88.07523193,95.89493974,93.40524929,92.00324555,91.9454231,0,87.10628938,94.47073209,93.0732035,90.53354202,90.71772329,90.67157845,89.49818997,93.0732035,91.74738156,89.5105374,88.55899412,89.40754181,89.60222435,91.85678841,0,0,0,87.17794754,88.29444272,90.50944388,89.32512316,88.15562851,87.00077449,86.23281251,87.04104845
 iteration 366,97.4989843,0,91.96489936,90.89501441,84.90075717,88.09855429,95.91991428,93.42993894,92.02765361,91.96955315,0,87.12961175,94.49542174,93.09761194,90.55767252,90.74158194,90.6951658,89.52151233,93.09761194,91.77151544,89.53439708,88.58258485,89.43086743,89.62531385,91.88095276,0,0,0,87.20101364,88.31729875,90.53333672,89.34877707,88.17904588,87.02395769,86.25563841,87.06367261
 iteration 367,97.52399446,0,91.98903312,90.91890642,84.92412829,88.12164344,95.94463908,93.45438169,92.05181758,91.9934419,0,87.1527009,94.51986449,93.12177628,90.58156171,90.76520201,90.71851728,89.54460148,93.12177628,91.79540798,89.55801816,88.60593966,89.45395978,89.64817246,91.90487546,0,0,0,87.22384908,88.33992622,90.55699063,89.37219444,88.20222908,87.04690906,86.27823605,87.08607053
 iteration 368,97.54875452,0,92.01292554,90.94255951,84.9472657,88.14450169,95.96911663,93.47858001,92.07573992,92.01709176,0,87.17555915,94.54406281,93.14569899,90.605212,90.78858588,90.74163524,89.56745973,93.14569899,91.8190616,89.58140303,88.62906093,89.47682122,89.67080248,91.92855894,0,0,0,87.24645616,88.36232742,90.580408,89.39537764,88.22518045,87.06963091,86.30060772,87.10824447
 iteration 369,97.57326697,0,92.03657904,90.96597607,84.97017173,88.16713136,95.99334941,93.50253635,92.09942303,92.04050513,0,87.19818882,94.56801915,93.16938246,90.6286258,90.8117359,90.76452203,89.5900894,93.16938246,91.84247868,89.60455406,88.65195099,89.49945404,89.6932062,91.95200558,0,0,0,87.26883717,88.38450461,90.6035912,89.418329,88.2479023,87.09212554,86.32275567,87.13019666
 iteration 370,97.5975343,0,92.059996,90.98915847,84.99284871,88.18953474,96.01733986,93.52625313,92.12286931,92.06368436,0,87.22059219,94.59173593,93.19282911,90.65180546,90.83465443,90.78717994,89.61249278,93.19282911,91.86566159,89.62747357,88.67461214,89.52186053,89.71538589,91.97521776,0,0,0,87.29099438,88.40646002,90.62654256,89.44105085,88.27039693,87.11439523,86.34468214,87.15192934
 iteration 371,97.62155896,0,92.08317879,91.01210904,85.01529891,88.21171408,96.0410904,93.54973274,92.14608113,92.0866318,0,87.24277154,94.61521554,93.21604128,90.67475332,90.85734378,90.80961128,89.63467212,93.21604128,91.88861267,89.65016389,88.69704669,89.54404296,89.73734377,91.99819781,0,0,0,87.31293001,88.42819588,90.64926442,89.46354549,88.29266662,87.13644222,86.36638935,87.17344469
 iteration 372,97.64534337,0,92.10612975,91.03483011,85.03752461,88.23367163,96.06460344,93.57297755,92.16906083,92.10934976,0,87.26472908,94.63846035,93.23902134,90.6974717,90.87980623,90.8318183,89.65662967,93.23902134,91.91133424,89.6726273,88.71925689,89.56600356,89.75908208,92.02094807,0,0,0,87.33464628,88.44971438,90.67175905,89.48581517,88.31471361,87.15826874,86.38787948,87.19474488
 iteration 373,97.66888994,0,92.1288512,91.05732396,85.05952806,88.2554096,96.08788135,93.59598992,92.19181073,92.13184054,0,87.28646705,94.66147271,93.26177159,90.7199629,90.90204405,90.85380325,89.67836764,93.26177159,91.93382859,89.69486608,88.74124498,89.58774455,89.78060301,92.04347082,0,0,0,87.35614539,88.4710177,90.69402873,89.50786216,88.33654013,87.17987699,86.40915472,87.21583208
 iteration 374,97.69220104,0,92.15134544,91.07959288,85.08131146,88.27693019,96.11092648,93.61877216,92.21433314,92.15410642,0,87.30798765,94.68425495,93.28429434,90.74222919,90.9240595,90.87556835,89.69988823,93.28429434,91.956098,89.71688247,88.7630132,89.60926814,89.80190872,92.06576834,0,0,0,87.37742951,88.49210798,90.71607572,89.52968868,88.35814838,87.20126916,86.4302172,87.2367084
 iteration 375,97.71527903,0,92.17361474,91.1016391,85.10287704,88.29823558,96.13374115,93.64132658,92.23663032,92.17614964,0,87.32929303,94.70680937,93.30659187,90.76427281,90.94585479,90.89711581,89.72119362,93.30659187,91.97814472,89.7386787,88.78456373,89.63057649,89.82300138,92.08784289,0,0,0,87.39850079,88.51298736,90.73790224,89.55129694,88.37954055,87.22244741,86.45106905,87.25737596
 iteration 376,97.73812624,0,92.19566134,91.12346487,85.12422696,88.31932791,96.15632768,93.66365545,92.25870453,92.19797242,0,87.35038536,94.72913825,93.32866641,90.786096,90.96743213,90.91844778,89.74228595,93.32866641,91.99997097,89.76025697,88.80589876,89.65167176,89.84388311,92.10969669,0,0,0,87.41936136,88.53365795,90.7595105,89.57268911,88.4007188,87.24341388,86.47171239,87.27783684
 iteration 377,97.76074497,0,92.21748748,91.14507238,85.14536338,88.34020932,96.17868835,93.68576104,92.28055799,92.21957698,0,87.37126677,94.75124383,93.35052022,90.80770096,90.98879369,90.93956644,89.76316736,93.35052022,92.02157895,89.78161945,88.82702044,89.67255607,89.86455603,92.13133196,0,0,0,87.44001332,88.55412183,90.78090267,89.59386736,88.42168527,87.26417068,86.4921493,87.29809312
 iteration 378,97.78313752,0,92.23909536,91.16646381,85.16628844,88.36088191,96.20082541,93.70764557,92.30219292,92.24096549,0,87.39193937,94.77312836,93.37215548,90.82908986,91.00994164,90.96047391,89.78383995,93.37215548,92.04297086,89.80276831,88.8479309,89.69323154,89.88502221,92.15275087,0,0,0,87.46045876,88.57438107,90.80208092,89.61483383,88.44244207,87.28471992,86.51238183,87.31814683
 iteration 379,97.80530615,0,92.26048715,91.18764133,85.18700424,88.38134778,96.2227411,93.72931125,92.32361151,92.26214012,0,87.41240524,94.79479405,93.39357439,90.85026488,91.03087812,90.98117231,89.80430582,93.39357439,92.06414885,89.82370568,88.86863225,89.71370026,89.90528374,92.17395559,0,0,0,87.48069975,88.59443772,90.82304739,89.63559063,88.46299131,87.30506366,86.53241204,87.338
 iteration 380,97.82725309,0,92.28166503,91.20860707,85.20751289,88.40160899,96.24443763,93.75076028,92.3448159,92.283103,0,87.43266645,94.81624308,93.41477912,90.87122815,91.05160522,91.00166372,89.82456703,93.41477912,92.08511506,89.84443368,88.8891266,89.73396429,89.92534264,92.19494827,0,0,0,87.50073833,88.6142938,90.84380419,89.65613987,88.48333505,87.32520397,86.55224195,87.35765464
 iteration 381,97.84898056,0,92.30263113,91.22936315,85.22781645,88.42166759,96.26591719,93.77199482,92.36580826,92.30385625,0,87.45272505,94.83747761,93.43577179,90.89198178,91.07212506,91.02195022,89.84462563,93.43577179,92.1058716,89.86495439,88.90941599,89.75402568,89.94520096,92.21573102,0,0,0,87.52057652,88.63395132,90.86435343,89.67648361,88.50347536,87.34514287,86.57187356,87.37711274
 iteration 382,97.87049075,0,92.32338757,91.24991168,85.24791698,88.4415256,96.28718196,93.79301701,92.38659068,92.32440197,0,87.47258306,94.85849981,93.45655454,90.91252788,91.09243969,91.04203385,89.86448364,93.45655454,92.12642058,89.8852699,88.9295025,89.77388645,89.9648607,92.23630594,0,0,0,87.54021633,88.65341227,90.88469717,89.69662391,88.52341426,87.36488238,86.59130885,87.39637626
